date	total	disease	wounds	other
BE	3081092.1	1329740.25	4424825.69
BG	2163585.5	302402.24	2649105.94
CZ	3200697.8	1325216.66	4179140.69
DK	1344329.1	1508800.78	2120898.15
DE	22079774.3	17716872.31	31390313.53
EE	436334.6	208766.34	540527.98
IE	1119707.2	824581.30	1623982.90
EL	3274271.8	923405.15	4237180.29
ES	14595160.7	6937799.85	18041210.70
FR	18369200.8	8438809.41	24922747.50
HR	1322743.1	385176.37	1582506.44
IT	20540138.9	6288584.99	23564475.05
CY	269887.7	109421.09	302952.65
LV	727427.8	273785.69	727915.45
LT	1120016.5	379382.59	1306572.55
LU	133338.4	98430.56	191744.20
HU	3290743.9	1419817.78	3885918.46
MT	118986.6	72581.82	159416.24
NL	4823104.4	2472910.20	6533329.72
AT	2318046.9	1827178.87	3448868.37
PL	11970118.7	3764471.33	13465199.96
PT	3834115.3	1347158.39	4298810.61
RO	6237501.2	627491.27	7191381.28
SI	620591.1	318509.90	854510.18
SK	1703654.0	742826.53	2091716.29
FI	1536642.3	1322370.36	2047869.43
SE	2876369.2	2186795.02	3208608.91
UK	18689612.6	13972782.90	24049646.16
EU-28	153400577.8	76408859.09	196517977.10
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
